srcIP,dstIp,srcPort,dstPort,numPackets,totalSize
192.168.162.183,185.221.196.206,46472,64235,215,44431
185.221.196.206,192.168.162.183,64235,46472,223,223562
192.168.162.180,192.168.162.183,53,54955,2,272
192.168.162.183,192.168.162.180,54955,53,2,156
